x, y
-2.1265822784810124, -0.9518072289156627
-1.8481012658227849, -1.5060240963855422
-1.1772151898734178, -2.144578313253012
-2.1265822784810124, -0.9518072289156627
-0.5569620253164557, -2.662650602409639
0.0379746835443038, -3.036144578313253
0.46835443037974683, -3.3734939759036147
1.2278481012658227, -3.36144578313253
1.8227848101265822, -2.891566265060241
2.4177215189873418, -2.240963855421687
2.873417721518987, -1.3614457831325302
3.0379746835443036, -0.30120481927710846
3.088607594936709, 0.28915662650602414
2.9746835443037973, 0.9036144578313253
2.949367088607595, 1.6506024096385543
2.962025316455696, 2.216867469879518
2.9240506329113924, 2.891566265060241
2.7848101265822782, 3.385542168674699
2.4936708860759493, 4.325301204819278
2.0126582278481013, 5.228915662650603
0.8354430379746836, 5.373493975903615
-0.6962025316455696, 5.132530120481928
-1.8987341772151898, 4.686746987951808
-1.0506329113924051, 4.746987951807229
-2.4177215189873418, 4.0120481927710845
-1.5696202531645569, 4.0843373493975905
-2.7721518987341773, 3.168674698795181
-2.8227848101265822, 2.313253012048193
-2.8607594936708862, 1.710843373493976
-2.9367088607594938, 0.8915662650602411
-2.911392405063291, 0.1927710843373494
-2.721518987341772, -0.5301204819277109
-2.0759493670886076, -0.4819277108433735
-2.1139240506329116, 0.060240963855421686
-1.240506329113924, -1.7951807228915664
-1.379746835443038, -0.9397590361445783
-1.379746835443038, -0.24096385542168675
-1.3417721518987342, 0.1566265060240964
1.1139240506329113, -2.927710843373494
1.379746835443038, -2.9397590361445785
1.5696202531645569, -2.710843373493976
1.6582278481012658, -2.433734939759036
1.8734177215189873, -1.9518072289156627
1.8860759493670887, -1.6867469879518073
2.2151898734177213, -1.4337349397590362
2.5443037974683542, -1.108433734939759
2.3797468354430378, -0.6385542168674699
2.1265822784810124, -0.3855421686746988
1.759493670886076, -0.44578313253012053
1.2784810126582278, -0.5542168674698795
0.8860759493670886, -0.49397590361445787
0.4177215189873418, -0.6144578313253012
0.18987341772151897, -0.6867469879518072
-0.3670886075949367, -1.0481927710843375
-0.05063291139240506, -1.3975903614457832
0.31645569620253167, -1.674698795180723
0.620253164556962, -1.963855421686747
0.7974683544303798, -2.433734939759036
0.26582278481012656, -1.3253012048192772
0.6835443037974683, -1.1566265060240966
1.3417721518987342, -1.2530120481927711
1.9493670886075949, -1.2409638554216869
1.9493670886075949, -1.2409638554216869
1.0886075949367089, -0.3253012048192771
0.8481012658227848, -0.2530120481927711
0.6582278481012658, -0.3614457831325301
0.4810126582278481, -0.2530120481927711
0.5569620253164557, -0.04819277108433735
0.7341772151898734, 0.18072289156626506
1.2911392405063291, -0.43373493975903615
1.5316455696202531, -0.45783132530120485
1.8987341772151898, -0.22891566265060243
2.0126582278481013, -0.024096385542168676
2.1139240506329116, -0.16867469879518074
1.860759493670886, 0.3132530120481928
1.6708860759493671, 0.5903614457831325
1.5822784810126582, 0.9879518072289157
1.5189873417721518, 1.2289156626506024
1.7088607594936709, 1.63855421686747
1.8860759493670887, 1.3253012048192772
2.1139240506329116, 1.385542168674699
2.3797468354430378, 1.421686746987952
2.5822784810126582, 1.313253012048193
2.5822784810126582, 1.1325301204819278
2.4430379746835444, 1.0240963855421688
2.151898734177215, 1.0240963855421688
1.9620253164556962, 1.108433734939759
1.8227848101265822, 1.1204819277108435
2.151898734177215, 1.216867469879518
0.4810126582278481, 1.0963855421686748
0.43037974683544306, 1.2650602409638554
0.21518987341772153, 1.4337349397590362
-0.05063291139240506, 1.4337349397590362
-0.24050632911392406, 1.385542168674699
-0.37974683544303794, 1.2048192771084338
-0.31645569620253167, 1.036144578313253
0.20253164556962025, 1.0963855421686748
-0.12658227848101267, 1.2048192771084338
-0.4050632911392405, 2.2650602409638556
-0.05063291139240506, 2.253012048192771
0.31645569620253167, 2.313253012048193
0.5063291139240507, 2.27710843373494
1.8481012658227849, 2.0843373493975905
2.189873417721519, 2.3012048192771086
2.5949367088607596, 2.3012048192771086
2.291139240506329, 2.0843373493975905
-0.2911392405063291, 2.1204819277108435
0.13924050632911392, 2.0481927710843375
-0.06329113924050633, 1.6867469879518073
-1.240506329113924, 2.6506024096385543
-0.7468354430379747, 2.927710843373494
-0.34177215189873417, 3.1204819277108435
0.11392405063291139, 3.1927710843373496
0.5569620253164557, 3.180722891566265
1.0886075949367089, 3.216867469879518
1.7215189873417722, 3.180722891566265
2.1392405063291138, 3.132530120481928
2.5569620253164556, 2.9397590361445785
2.5569620253164556, 2.9397590361445785
-0.25316455696202533, 3.36144578313253
0.3924050632911392, 3.493975903614458
1.2025316455696202, 3.530120481927711
1.8860759493670887, 3.4096385542168677
0.49367088607594933, 2.9036144578313254
1.1518987341772151, 2.963855421686747
-0.569620253164557, 2.4819277108433737
-0.06329113924050633, 2.6144578313253013
2.632911392405063, 2.674698795180723
2.8227848101265822, 2.4457831325301207
0.7974683544303798, 1.2891566265060241
0.7974683544303798, 1.036144578313253
0.8481012658227848, 0.6144578313253012
-0.810126582278481, 0.674698795180723
