x, y
-5.793103448275862, -2.5483870967741935
-5.0344827586206895, -4.032258064516129
-3.206896551724138, -5.741935483870968
-5.793103448275862, -2.5483870967741935
-1.5172413793103448, -7.129032258064516
0.10344827586206896, -8.129032258064516
1.2758620689655171, -9.032258064516128
3.3448275862068964, -9
4.9655172413793105, -7.741935483870968
6.586206896551724, -6
7.827586206896552, -3.6451612903225805
8.275862068965518, -0.8064516129032258
8.413793103448276, 0.7741935483870968
8.10344827586207, 2.4193548387096775
8.03448275862069, 4.419354838709677
8.068965517241379, 5.935483870967742
7.9655172413793105, 7.741935483870968
7.586206896551724, 9.064516129032258
6.793103448275862, 11.580645161290322
5.482758620689655, 14
2.2758620689655173, 14.387096774193548
-1.896551724137931, 13.741935483870968
-5.172413793103448, 12.548387096774194
-2.8620689655172415, 12.709677419354838
-6.586206896551724, 10.741935483870968
-4.275862068965517, 10.935483870967742
-7.551724137931035, 8.483870967741936
-7.689655172413793, 6.193548387096774
-7.793103448275862, 4.580645161290322
-8, 2.3870967741935485
-7.931034482758621, 0.5161290322580645
-7.413793103448276, -1.4193548387096775
-5.655172413793103, -1.2903225806451613
-5.758620689655173, 0.16129032258064516
-3.3793103448275863, -4.806451612903226
-3.758620689655172, -2.5161290322580645
-3.758620689655172, -0.6451612903225806
-3.655172413793103, 0.4193548387096774
3.0344827586206895, -7.838709677419355
3.758620689655172, -7.870967741935484
4.275862068965517, -7.258064516129032
4.517241379310345, -6.516129032258064
5.1034482758620685, -5.225806451612903
5.137931034482759, -4.516129032258064
6.0344827586206895, -3.8387096774193545
6.931034482758621, -2.967741935483871
6.482758620689655, -1.7096774193548387
5.793103448275862, -1.032258064516129
4.793103448275862, -1.1935483870967742
3.4827586206896552, -1.4838709677419355
2.413793103448276, -1.3225806451612903
1.1379310344827587, -1.6451612903225805
0.5172413793103449, -1.8387096774193548
-1, -2.8064516129032255
-0.13793103448275862, -3.7419354838709675
0.8620689655172413, -4.483870967741935
1.6896551724137931, -5.258064516129032
2.1724137931034484, -6.516129032258064
0.7241379310344828, -3.5483870967741935
1.8620689655172413, -3.096774193548387
3.655172413793103, -3.354838709677419
5.310344827586206, -3.32258064516129
5.310344827586206, -3.32258064516129
2.9655172413793105, -0.8709677419354839
2.310344827586207, -0.6774193548387096
1.793103448275862, -0.967741935483871
1.3103448275862069, -0.6774193548387096
1.5172413793103448, -0.12903225806451613
2, 0.4838709677419355
3.5172413793103448, -1.161290322580645
4.172413793103448, -1.2258064516129032
5.172413793103448, -0.6129032258064516
5.482758620689655, -0.06451612903225806
5.758620689655173, -0.45161290322580644
5.068965517241379, 0.8387096774193548
4.551724137931035, 1.5806451612903225
4.310344827586206, 2.6451612903225805
4.137931034482759, 3.290322580645161
4.655172413793103, 4.387096774193548
5.137931034482759, 3.5483870967741935
5.758620689655173, 3.7096774193548385
6.482758620689655, 3.8064516129032255
7.0344827586206895, 3.5161290322580645
7.0344827586206895, 3.032258064516129
6.655172413793103, 2.7419354838709675
5.862068965517241, 2.7419354838709675
5.344827586206897, 2.967741935483871
4.9655172413793105, 3
5.862068965517241, 3.258064516129032
1.3103448275862069, 2.935483870967742
1.1724137931034482, 3.3870967741935485
0.5862068965517241, 3.8387096774193545
-0.13793103448275862, 3.8387096774193545
-0.6551724137931034, 3.7096774193548385
-1.0344827586206897, 3.225806451612903
-0.8620689655172413, 2.7741935483870965
0.5517241379310345, 2.935483870967742
-0.3448275862068966, 3.225806451612903
-1.103448275862069, 6.064516129032258
-0.13793103448275862, 6.032258064516129
0.8620689655172413, 6.193548387096774
1.3793103448275863, 6.096774193548387
5.0344827586206895, 5.580645161290322
5.9655172413793105, 6.161290322580645
7.068965517241379, 6.161290322580645
6.241379310344827, 5.580645161290322
-0.7931034482758621, 5.67741935483871
0.3793103448275862, 5.483870967741935
-0.1724137931034483, 4.516129032258064
-3.3793103448275863, 7.096774193548387
-2.0344827586206895, 7.838709677419355
-0.9310344827586207, 8.35483870967742
0.3103448275862069, 8.548387096774194
1.5172413793103448, 8.516129032258064
2.9655172413793105, 8.612903225806452
4.689655172413793, 8.516129032258064
5.827586206896552, 8.387096774193548
6.9655172413793105, 7.870967741935484
6.9655172413793105, 7.870967741935484
-0.6896551724137931, 9
1.0689655172413792, 9.35483870967742
3.2758620689655173, 9.451612903225806
5.137931034482759, 9.129032258064516
1.3448275862068966, 7.774193548387097
3.1379310344827585, 7.935483870967742
-1.5517241379310345, 6.64516129032258
-0.1724137931034483, 7
7.172413793103448, 7.161290322580645
7.689655172413793, 6.548387096774193
2.1724137931034484, 3.4516129032258065
2.1724137931034484, 2.7741935483870965
2.310344827586207, 1.6451612903225805
-2.206896551724138, 1.8064516129032258
5.827586206896552, -7.064516129032258
7.137931034482759, -4.935483870967742
8.275862068965518, -2.161290322580645
-2.3448275862068964, -6.258064516129032
-0.7586206896551724, -7.580645161290322
-0.13793103448275862, 2.7419354838709675
0.6551724137931034, 5.870967741935484
-0.41379310344827586, 5.709677419354839
-2.413793103448276, 4.935483870967742
7.206896551724138, 5.451612903225806
-6.551724137931035, 0.7741935483870968
-6.793103448275862, -2.225806451612903
-7.620689655172414, -0.25806451612903225
2.4482758620689653, -7.129032258064516
2.896551724137931, -3.258064516129032
4.586206896551724, -3.354838709677419
-0.13793103448275862, -2.3870967741935485
6.896551724137931, -2.3548387096774195
2.7241379310344827, 0.4838709677419355
2.7241379310344827, -0.0967741935483871
1.7586206896551724, -5.903225806451613
0.9655172413793103, -3.8064516129032255
1.206896551724138, -4.096774193548387
5.068965517241379, -3.6774193548387095
5, -5.806451612903226
